handle,rating,maxRating,regTime,schedules,two pointers,constructive algorithms,geometry,matrices,sortings,math,ternary search,graph matchings,data structures,trees,strings,bitmasks,graphs,greedy,hashing,meet-in-the-middle,implementation,binary search,chinese remainder theorem,divide and conquer,flows,probabilities,dp,2-sat,expression parsing,string suffix structures,dsu,fft,dfs and similar,brute force,games,interactive,combinatorics,number theory,shortest paths,all,pupil,spe,exp,cm,m,im,gm,igm
LUlululu1616,2282,2282,1644379207,1,12,24,1,6,22,55,2,10,110,66,25,30,64,54,12,0,30,35,1,32,23,13,111,3,0,17,29,4,57,32,0,6,27,21,11,573.0,464.4408912037037,494.1700578703704,567.4408912037037,744.4408912037037,811.4408912037037,,,
Meatherm,2282,2359,1548994195,1,9,50,5,9,21,71,1,6,96,35,20,27,44,59,14,1,30,30,2,15,12,7,79,4,0,11,18,0,33,38,6,10,32,31,9,846.0,169.47575231481483,135.22575231481483,261.20491898148146,466.3507523148148,1869.434085648148,2065.3924189814816,,
Mtaylor,2282,2326,1546691689,1,106,252,38,22,163,372,15,16,434,211,91,130,234,385,60,10,228,215,5,78,17,48,478,13,0,24,88,10,256,261,32,49,149,129,60,5182.0,8.083460648148149,8.083460648148149,8.083460648148149,103.12512731481482,461.08346064814816,1881.083460648148,,
PuRpLe_FoReVeR,2282,2528,1474987012,0,8,29,4,2,13,30,2,1,23,11,1,2,21,28,1,0,15,15,0,6,2,5,19,0,0,0,6,2,15,11,1,7,5,9,3,714.0,18.797314814814815,18.797314814814815,81.83203703703704,504.894537037037,837.9987037037037,1176.019537037037,1187.9778703703703,
shiven,2282,2370,1577649901,1,62,95,4,6,69,166,5,2,204,99,34,58,110,176,27,2,110,107,0,42,3,23,213,4,0,8,53,5,116,127,7,19,70,55,35,1964.0,30.77082175925926,30.77082175925926,95.77082175925926,212.77082175925926,235.77082175925926,685.4166550925926,,
yummy,2282,2373,1350149037,0,12,32,20,4,20,66,4,3,69,45,19,15,36,51,14,0,27,30,0,12,2,16,84,1,0,8,19,2,50,30,7,1,16,20,12,1061.0,74.92434027777777,74.92434027777777,133.92086805555556,320.92086805555556,442.92086805555556,846.9833680555555,,
114514,2281,2326,1641219819,0,2,10,1,0,9,21,0,1,10,9,7,8,7,21,4,0,15,6,0,3,0,2,14,0,0,1,3,0,6,17,2,2,7,1,5,188.0,106.00788194444445,106.00788194444445,109.00788194444445,117.00788194444445,130.00788194444445,642.7787152777778,,
BlueDiamond,2281,2470,1500287590,2,133,306,81,51,169,483,15,37,585,309,120,191,349,413,85,19,236,251,7,134,68,85,664,18,1,41,122,42,308,297,33,70,234,172,86,4871.0,32.18877314814815,32.18877314814815,319.1679398148148,468.2096064814815,755.0846064814815,1219.1679398148149,1413.1679398148149,
BreakPlus,2281,2422,1586912971,0,84,173,10,23,90,353,4,13,341,198,47,147,165,261,44,8,129,139,4,81,17,67,463,10,0,15,77,27,171,194,21,33,201,114,35,1324.0,332.33019675925925,550.4135300925926,578.2051967592593,801.5593634259259,975.5593634259259,1319.5697800925925,1501.559363425926,
KingOfGenshin,2281,2281,1693204475,0,4,0,1,1,2,14,0,0,8,4,2,4,4,9,1,1,4,4,0,5,0,2,14,0,0,0,0,0,4,11,1,0,6,0,1,60.0,335.33362268518516,335.33362268518516,337.33362268518516,358.33362268518516,363.33362268518516,,,
LegendaryGrandmasterLjm,2281,2281,1678797965,0,0,4,1,1,1,3,0,0,7,2,1,2,1,2,0,0,2,3,0,1,0,0,6,1,0,0,1,0,2,5,0,0,3,2,0,31.0,370.80480324074074,370.80480324074074,374.07563657407405,374.07563657407405,396.07563657407405,,,
Minhho2005,2281,2281,1622106965,0,3,13,11,6,9,19,1,1,49,27,12,13,23,26,5,1,18,11,0,14,2,6,48,3,0,2,19,1,20,20,1,1,13,6,6,489.0,124.22146990740741,139.2214699074074,215.17980324074074,436.2214699074074,651.0131365740741,,,
SxyLimit,2281,2281,1597060366,0,1,2,0,0,3,2,0,0,5,1,0,0,3,2,0,0,2,3,0,0,1,0,4,0,0,0,0,0,1,2,0,0,2,1,1,35.0,110.80016203703704,151.11266203703704,151.11266203703704,186.1230787037037,192.11266203703704,,,
Worma,2281,2281,1653436993,0,15,28,2,9,18,51,0,1,84,44,7,26,36,50,7,3,16,32,0,20,3,10,75,5,0,2,17,2,38,30,5,3,21,12,6,260.0,449.6054050925926,449.6054050925926,449.6054050925926,549.6158217592592,549.6158217592592,,,
ifsmirnov,2281,2756,1283788479,0,9,25,7,2,13,31,1,2,45,22,7,11,24,30,8,1,21,18,1,4,6,9,58,0,1,2,6,0,32,27,7,3,13,14,6,619.0,48.96204861111111,48.96204861111111,48.96204861111111,201.0037152777778,255.9620486111111,1011.9828819444444,1088.9828819444444,2057.0280208333334
simpatine,2281,2281,1530712450,0,7,14,5,1,7,24,0,0,32,17,2,3,15,22,2,0,18,14,0,4,1,5,28,0,0,0,6,1,16,15,3,9,5,9,7,454.0,5.070023148148148,5.070023148148148,227.1116898148148,608.0283564814815,628.0283564814815,,,
thanos_2,2281,2281,1676546699,0,1,6,0,0,2,10,1,0,7,8,1,5,9,10,2,0,8,9,0,4,0,1,14,1,0,0,4,0,10,9,0,0,6,1,0,137.0,439.1319560185185,481.1319560185185,481.1319560185185,520.1319560185185,605.3402893518519,,,
unfinities,2281,2281,1566553678,0,5,10,1,0,5,19,0,0,27,6,5,10,15,21,4,1,7,11,1,7,0,4,26,0,0,2,5,2,9,10,1,3,8,8,5,200.0,436.05349537037034,565.0951620370371,631.9250231481482,915.0153009259259,1171.1993287037037,,,
yan_qiu_ynlchrz,2281,2348,1565531983,0,22,49,4,4,34,48,4,3,63,32,18,23,43,65,11,3,43,33,0,11,7,5,94,1,2,9,20,2,35,42,4,9,21,14,12,612.0,380.0245023148148,392.0245023148148,440.0036689814815,516.0245023148149,609.0245023148149,797.8786689814815,,
HalfQuark,2280,2280,1569612491,0,11,22,3,1,6,31,1,1,23,20,8,10,16,25,3,0,17,12,0,7,4,3,30,0,0,0,11,0,21,22,2,4,13,6,5,649.0,84.65056712962964,84.65056712962964,806.8241782407407,964.796400462963,1004.796400462963,,,
Hikori,2280,2280,1568525145,0,5,13,5,1,8,25,1,2,33,9,5,10,15,17,3,2,10,10,0,4,3,3,26,0,0,1,8,1,12,17,1,2,13,12,4,318.0,3.443923611111111,3.443923611111111,3.443923611111111,62.38142361111111,62.38142361111111,,,
Jostic11,2280,2280,1491161484,0,7,9,6,5,12,26,4,4,50,22,14,11,22,25,7,2,16,25,0,6,2,3,41,3,0,5,12,0,24,20,4,6,8,13,3,1114.0,54.58583333333333,54.58583333333333,303.7316666666667,466.7941666666667,809.8983333333333,,,
Rpd-Strike,2280,2280,1384008735,0,8,26,6,4,25,40,1,3,58,19,6,20,30,36,5,2,19,25,1,6,5,7,55,0,0,1,11,0,23,26,1,7,10,17,9,1051.0,1.0887152777777778,1.0887152777777778,450.0678819444444,870.0713541666667,1647.9949652777777,,,
Tuanlinh123,2280,2308,1625926734,0,12,41,16,2,14,56,5,3,74,37,14,23,35,48,7,0,33,32,1,18,7,9,58,0,0,5,14,5,35,27,2,17,18,25,8,617.0,64.01118055555555,126.65701388888888,144.01118055555557,371.01118055555554,781.0111805555556,1128.0111805555555,,
fr200110217102,2280,2414,1599880432,0,24,68,6,4,36,97,2,4,73,42,18,37,39,87,10,1,54,39,3,20,5,12,85,3,0,2,22,4,38,64,10,13,38,26,13,1516.0,18.47300925925926,18.47300925925926,18.47300925925926,36.24384259259259,45.47300925925926,799.4730092592592,839.4730092592592,
waauto,2280,2280,1662265260,0,9,19,3,1,11,48,1,1,49,20,2,11,13,28,2,2,18,9,2,9,2,8,50,0,0,0,9,2,16,20,2,4,19,15,6,297.0,223.19722222222222,403.4263888888889,413.28055555555557,447.43680555555557,482.43680555555557,,,
-2x9_21-,2279,2370,1564487633,0,9,16,2,5,15,34,2,0,58,26,2,15,20,37,6,1,22,15,1,14,1,5,45,2,0,1,11,7,29,21,0,3,19,12,6,359.0,0.11188657407407407,0.11188657407407407,376.11188657407405,677.1118865740741,1259.9729976851852,1614.1223032407408,,
HEU_Official,2279,2279,1639660618,0,3,3,0,0,1,5,0,0,4,2,1,2,1,7,1,0,1,3,0,1,0,1,2,0,0,0,1,0,3,4,0,0,2,2,1,35.0,4.054189814814815,4.054189814814815,4.054189814814815,11.054189814814816,45.05418981481481,,,
abeker,2279,2585,1384199308,1,55,180,39,27,68,307,5,16,268,150,53,93,188,216,32,11,105,118,4,60,17,44,306,7,1,15,73,27,147,135,22,36,131,103,41,1807.0,47.82050925925926,47.82050925925926,48.82050925925926,374.8968981481481,413.79967592592595,1233.8448148148148,1412.7823148148148,
alexchist,2279,2279,1577200706,0,8,21,15,4,16,27,3,0,62,32,12,16,33,36,7,1,21,26,0,13,0,4,79,0,0,1,12,0,35,23,24,9,8,9,9,924.0,10.865671296296297,10.865671296296297,356.96983796296297,499.96983796296297,999.969837962963,,,
oolimry,2279,2387,1553402814,0,9,23,2,2,13,31,2,2,33,14,7,11,19,28,5,0,19,16,0,6,2,7,27,1,0,0,5,0,17,14,1,8,10,5,4,306.0,75.30423611111111,75.30423611111111,75.30423611111111,272.26256944444447,385.38756944444447,1189.4084027777778,,
verjun,2279,2279,1661306535,0,4,10,6,0,5,16,1,2,11,4,3,4,11,15,1,1,6,6,0,2,3,4,18,0,0,0,5,0,8,6,4,6,7,3,6,485.0,9.522743055555555,9.522743055555555,9.522743055555555,32.52274305555556,128.52274305555557,,,
whaskntax,2279,2279,1721846839,0,0,1,0,0,0,4,0,0,4,2,1,0,5,6,2,0,3,2,0,0,0,0,4,0,0,0,2,2,2,5,0,0,1,1,1,33.0,19.828252314814815,57.82478009259259,57.82478009259259,73.47061342592593,87.59561342592593,,,
111445,2278,2278,1700932727,0,0,1,0,0,0,5,0,0,8,4,0,1,5,0,0,0,6,1,0,2,1,1,4,0,0,0,1,0,4,3,0,0,1,2,0,47.0,7.886261574074074,7.886261574074074,13.948761574074075,13.948761574074075,22.886261574074073,,,
SeventeenYears,2278,2278,1486941149,0,5,13,3,4,18,30,1,1,43,23,11,12,28,28,7,1,16,21,1,6,5,4,50,2,0,6,10,4,27,21,1,4,12,12,7,861.0,5.411469907407407,5.411469907407407,124.64063657407408,277.64063657407405,909.5573032407408,,,
askd,2278,2362,1561603187,0,65,181,17,12,89,215,8,12,198,96,40,77,120,215,25,4,126,96,4,41,7,19,221,6,0,9,43,12,117,138,19,39,90,64,33,1706.0,3.503622685185185,3.503622685185185,27.496678240740742,175.49667824074075,336.4966782407407,751.4966782407407,,
steven144,2278,2278,1629204670,0,16,33,4,12,13,77,0,4,72,55,17,35,42,51,7,2,21,28,1,16,11,22,129,2,0,5,20,6,44,42,10,5,51,31,13,462.0,214.94710648148148,226.07210648148148,235.07210648148148,305.8429398148148,481.11377314814814,,,
toma_ariciu,2278,2278,1605892469,0,10,26,5,3,11,47,0,1,37,22,5,17,30,28,6,2,15,16,1,5,3,8,53,1,0,0,5,4,22,31,3,8,22,16,9,425.0,512.8892476851852,516.8892476851852,531.8892476851852,1104.9725810185184,1340.8892476851852,,,
wyyxhjth,2278,2341,1570956187,0,21,41,3,1,24,57,3,3,73,41,46,21,37,65,26,1,29,39,1,7,1,6,79,1,0,50,17,7,42,40,7,9,32,17,8,697.0,4.2026967592592595,4.2026967592592595,19.244363425925926,93.24436342592593,262.20269675925925,658.2443634259259,,
ybw051114,2278,2278,1530331257,0,17,81,9,7,23,71,1,5,95,54,17,26,70,72,10,0,31,33,1,22,7,14,102,1,0,5,26,6,64,39,9,16,33,22,17,553.0,342.3361458333333,342.3361458333333,458.4403125,776.4403125,1505.4403125,,,
Nelson_loh,2277,2350,1568990216,0,6,34,0,2,10,43,0,2,20,15,5,18,19,34,3,0,13,12,1,5,2,4,44,0,0,0,8,1,22,26,3,7,17,15,7,776.0,8.936157407407407,8.936157407407407,67.9674074074074,267.01949074074076,472.9986574074074,1458.9986574074073,,
Taiyaki,2277,2405,1545077897,0,3,7,0,0,3,9,0,2,8,4,1,1,6,10,0,0,8,5,0,0,2,1,11,0,0,0,2,0,6,5,4,2,7,3,2,91.0,0.7616087962962963,0.7616087962962963,0.7616087962962963,18.84494212962963,26.761608796296297,47.803275462962965,936.7407754629629,
Theo830,2277,2385,1559811812,1,77,170,11,6,95,210,10,6,196,89,45,84,111,236,31,4,116,129,4,35,8,12,214,6,0,8,49,8,111,153,12,41,74,65,28,2738.0,5.167685185185185,166.23018518518518,241.20935185185186,357.2301851851852,464.19546296296295,1409.0010185185185,,
cwy,2277,2504,1435484096,0,19,42,15,12,33,108,1,4,121,63,22,26,62,68,16,7,37,48,4,21,14,20,149,1,1,9,20,7,52,50,15,8,48,37,15,1091.0,223.97921296296298,223.97921296296298,387.14587962962963,410.29171296296295,782.229212962963,839.9375462962963,1111.2083796296297,
jtmaster1000,2277,2277,1672797700,0,24,53,11,7,31,107,1,3,110,66,18,35,52,104,14,1,69,54,0,25,5,8,111,3,0,3,21,1,72,77,11,13,47,24,12,908.0,94.50231481481481,94.50231481481481,115.52314814814815,324.52314814814815,451.52314814814815,,,
menborong,2277,2482,1626800946,0,19,50,6,3,27,68,3,3,59,30,14,19,34,69,11,1,47,33,1,16,3,6,65,1,0,3,18,0,42,44,5,11,28,16,12,1041.0,74.89298611111111,84.89298611111111,84.89298611111111,289.8929861111111,306.8929861111111,703.8721527777777,1011.8929861111111,
perekopskiy,2277,2416,1493994640,0,14,21,6,1,14,24,3,2,27,7,4,7,7,26,2,0,15,16,0,9,1,5,25,1,0,0,2,0,7,18,2,4,6,7,1,562.0,6.044675925925926,6.044675925925926,236.0863425925926,340.0030092592593,806.044675925926,1030.8189814814814,1030.8189814814814,
vlp,2277,2277,1618731011,1,8,29,0,1,6,31,0,0,38,27,13,14,28,43,9,1,29,12,0,8,1,1,27,0,0,2,15,1,34,23,4,7,9,4,7,726.0,470.29501157407407,627.2950115740741,693.2950115740741,952.2950115740741,1091.2950115740741,,,
xxh1999,2277,2377,1645074060,0,18,80,3,1,22,74,2,3,42,29,10,24,40,84,6,1,45,33,3,13,2,8,68,2,0,0,17,2,29,51,7,15,35,26,7,893.0,6.214583333333334,6.214583333333334,22.398611111111112,22.398611111111112,164.37777777777777,254.17291666666668,,
ykx,2277,2370,1358594655,0,7,25,1,0,12,21,1,2,25,15,6,8,24,23,4,0,13,15,1,3,2,3,23,1,0,2,5,0,22,16,2,3,8,7,9,291.0,1.0664930555555556,1.0664930555555556,1.0664930555555556,710.1498263888889,2941.1324652777776,2962.090798611111,,
Lidox1145143344,2276,2394,1569849730,0,0,4,1,0,0,9,0,0,2,1,1,1,3,2,0,1,1,0,1,0,0,2,4,0,0,1,1,1,1,2,1,1,5,0,1,59.0,1.0505787037037038,1.0505787037037038,1.0505787037037038,580.0505787037036,656.0505787037036,656.0505787037036,,
ReynardT,2276,2276,1695875741,0,1,2,0,0,3,4,0,0,13,6,0,2,9,8,0,0,5,3,0,2,0,0,15,0,0,0,2,0,8,4,1,0,2,1,1,79.0,24.10369212962963,32.41619212962963,32.41619212962963,36.41619212962963,57.41619212962963,,,
Unique_Hanpi,2276,2276,1624176942,0,19,23,9,10,23,71,1,6,128,62,19,32,46,65,8,2,23,34,2,26,15,17,183,1,0,13,17,9,38,37,3,4,47,23,14,497.0,224.26340277777777,264.2634027777778,419.2634027777778,419.2634027777778,433.2634027777778,,,
biximo,2276,2279,1633664589,0,10,9,0,0,9,27,2,0,31,14,6,13,9,27,5,0,12,16,0,4,0,2,31,0,0,1,6,0,14,26,4,2,13,4,1,408.0,722.4526736111111,778.4630902777777,778.4630902777777,799.4526736111111,827.4526736111111,,,
lanos212,2276,2276,1637972298,0,55,173,28,23,72,276,9,11,248,130,50,89,163,245,32,8,127,130,3,58,41,68,367,7,1,14,52,18,140,148,28,39,135,79,44,1919.0,307.59493055555555,307.59493055555555,330.31368055555555,409.4560416666667,457.59493055555555,,,
magnified,2276,2501,1546687652,1,68,144,28,18,93,217,6,15,247,124,51,90,138,210,37,5,117,118,5,48,16,32,288,6,0,19,56,20,136,134,20,18,119,69,39,2015.0,114.13018518518518,111.13018518518518,229.13018518518518,348.1301851851852,497.0051851851852,848.1301851851852,876.1301851851852,
whx1003,2276,2276,1563046946,0,5,23,9,4,12,50,1,2,41,29,7,9,25,25,3,1,12,19,1,9,5,7,49,0,0,5,9,8,25,16,1,4,23,11,8,239.0,180.7656712962963,180.7656712962963,203.7656712962963,381.78650462962963,574.7865046296296,,,
MlSONO_MIKA,2275,2275,1638872750,0,2,0,0,0,1,2,0,0,6,1,0,0,2,3,0,0,1,1,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,1,1,46.0,557.902199074074,557.902199074074,557.902199074074,576.1730324074074,618.1730324074074,,,
YangWithin,2275,2275,1634135524,0,13,19,9,6,21,67,1,1,71,29,10,36,29,28,9,4,21,26,2,13,3,11,125,0,2,2,7,1,28,36,5,4,32,22,8,442.0,290.9812037037037,290.9812037037037,290.9812037037037,311.00203703703704,654.002037037037,,,
athin,2275,2362,1344951259,0,2,11,2,0,3,10,1,1,5,7,1,6,9,17,2,1,9,8,1,1,3,3,16,0,0,0,2,0,11,5,5,4,5,6,2,502.0,0.08033564814814814,0.08033564814814814,13.080335648148148,775.0838078703704,907.1428356481481,1848.9726967592592,,
hex539,2275,2310,1316098197,2,5,14,9,2,11,19,0,1,38,25,3,9,30,16,3,0,17,17,0,6,6,3,46,0,1,0,6,2,23,17,9,0,10,8,6,576.0,42.00697916666667,42.00697916666667,42.00697916666667,178.0104513888889,532.0278125,736.0278125,,
meowcneil,2275,2431,1606285073,0,11,34,2,1,11,30,2,1,36,17,6,8,12,43,6,0,20,23,0,5,1,4,35,0,0,2,4,1,15,32,3,7,4,9,1,678.0,212.38688657407408,249.3452199074074,381.1577199074074,544.3452199074075,754.3452199074075,1077.3452199074075,1077.3452199074075,
muratt,2275,2732,1393925695,1,33,60,28,17,67,131,6,4,246,136,56,55,112,111,33,4,62,90,0,39,2,33,248,2,1,23,54,3,120,61,7,6,56,38,25,1626.0,6.246585648148148,6.246585648148148,150.24658564814814,301.2257523148148,477.2882523148148,645.2708912037037,733.9931134259259,863.291724537037
Beelzebub_blue,2274,2302,1652191677,0,3,10,1,0,5,7,0,0,7,5,2,2,5,11,0,0,7,3,1,2,2,2,7,1,0,0,1,2,2,8,1,1,5,1,1,308.0,13.018784722222222,15.143784722222222,81.9979513888889,153.01878472222222,339.78961805555554,503.0187847222222,,
LinZhengYu,2274,2274,1551436770,0,2,7,0,2,2,15,0,0,15,10,4,5,9,8,4,0,5,4,0,5,0,3,17,1,0,2,7,1,14,12,1,2,8,8,0,141.0,151.16354166666667,151.16354166666667,165.16354166666667,371.95520833333336,1169.9552083333333,,,
NaOH_Frog,2274,2399,1581859321,0,8,36,7,6,24,58,3,0,47,36,14,25,26,46,5,2,27,22,2,19,4,18,67,0,0,4,14,8,27,28,5,11,25,15,6,374.0,13.995127314814814,13.995127314814814,529.0506828703703,687.0506828703703,727.0506828703703,1291.0506828703703,,
TimDee,2274,2297,1638268548,1,22,71,10,4,35,78,5,2,103,60,16,30,55,80,13,1,51,50,2,24,1,7,83,1,0,6,27,0,59,71,6,31,18,22,11,997.0,58.166111111111114,74.1661111111111,117.1661111111111,228.16611111111112,339.1661111111111,,,
Valaki2,2274,2274,1569058205,0,6,19,0,1,9,16,1,3,19,6,5,4,13,24,3,0,10,8,0,6,3,1,14,1,0,0,6,1,14,13,2,5,6,7,4,667.0,453.2117476851852,547.1596643518518,573.2117476851852,673.2117476851852,1021.2117476851852,,,
joww,2274,2284,1647145939,0,17,26,5,2,25,59,1,2,53,18,5,15,24,44,7,2,35,22,0,13,2,8,52,3,0,2,16,2,30,44,3,7,24,17,5,918.0,86.41853009259259,124.37686342592593,230.19283564814816,325.4185300925926,351.4185300925926,,,
lcaonmst,2274,2288,1538508626,0,15,25,2,1,21,55,1,3,41,18,10,19,14,50,4,1,30,23,3,17,5,3,58,1,0,2,9,5,22,34,5,6,17,17,4,618.0,185.66983796296296,185.66983796296296,185.66983796296296,738.8052546296296,819.794837962963,,,
reowong,2274,2274,1701550984,0,0,2,1,1,1,5,0,0,5,4,1,2,2,4,0,0,2,0,0,2,1,1,7,0,0,0,3,0,2,4,0,0,4,2,0,79.0,25.73050925925926,25.73050925925926,25.73050925925926,34.73050925925926,41.73050925925926,,,
059-354-448,2273,2273,1597548863,0,1,10,1,1,2,14,0,2,5,2,1,7,3,7,1,0,6,1,2,1,1,0,10,0,0,0,1,0,6,9,2,3,3,8,1,187.0,45.458761574074074,125.25042824074075,645.4587615740741,872.4587615740741,923.4483449074074,,,
Felix72,2273,2273,1660980782,0,14,27,5,8,17,58,0,4,114,59,21,26,53,51,13,5,33,27,1,26,19,10,98,5,0,14,21,11,39,27,7,4,32,19,7,362.0,93.29303240740741,132.2930324074074,302.0221990740741,360.2930324074074,588.2930324074074,,,
Spylft,2273,2273,1471657373,0,7,15,7,0,12,28,0,1,30,14,4,8,19,22,5,0,15,9,0,5,4,8,42,0,0,4,7,2,21,24,5,2,14,13,5,196.0,0.47369212962962964,0.47369212962962964,0.47369212962962964,57.33480324074074,566.2688310185185,,,
takumi152,2273,2423,1541649874,0,3,18,1,2,6,11,0,1,10,6,2,5,8,15,0,0,9,7,0,5,0,0,8,0,0,0,2,0,6,5,0,2,2,3,2,275.0,2.437800925925926,2.437800925925926,20.437800925925927,220.22946759259258,458.4169675925926,621.4378009259259,624.4378009259259,
yangchang,2273,2273,1639746190,0,7,30,7,11,18,62,0,3,90,29,11,32,34,51,7,0,24,27,0,21,6,16,101,0,1,9,21,4,31,30,3,9,26,21,8,346.0,680.0637731481481,790.0637731481481,790.0637731481481,847.0637731481481,864.0637731481481,,,
JamesCole,2272,2272,1485354193,0,3,1,1,0,3,5,1,0,7,0,0,2,1,8,0,0,3,4,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,2,0,59.0,369.0081828703704,369.0081828703704,369.0081828703704,924.0081828703703,1109.987349537037,,,
JoanhLan,2272,2272,1672752881,1,31,67,10,11,32,149,8,6,147,84,30,57,84,134,20,3,77,64,2,31,10,20,208,4,1,7,38,5,73,102,8,12,56,46,21,1060.0,18.041886574074073,18.041886574074073,29.041886574074073,207.04188657407408,410.04188657407406,,,
_42,2272,2272,1481967372,0,1,6,0,0,1,2,0,0,5,5,1,6,7,6,1,2,1,0,0,1,0,0,11,0,0,0,2,0,5,7,1,0,2,1,2,161.0,0.29083333333333333,0.29083333333333333,1.0408333333333333,127.29777777777778,937.2075,,,
alexdd,2272,2272,1633860334,0,9,9,4,2,8,25,2,4,25,14,5,9,20,22,4,1,12,15,0,6,3,3,31,2,0,0,10,0,18,24,4,4,8,8,2,348.0,63.21488425925926,80.22877314814815,398.18710648148146,551.9579398148148,750.1871064814815,,,
goodred,2272,2272,1582324900,0,6,19,1,2,9,28,1,3,22,13,5,11,13,25,4,0,13,9,0,4,1,4,26,1,0,1,7,0,17,18,3,2,12,9,3,190.0,19.599537037037038,19.599537037037038,19.599537037037038,21.662037037037038,48.66203703703704,,,
i_love_yxx,2272,2272,1714483772,0,2,1,1,0,0,3,0,0,3,1,0,1,1,4,1,0,3,2,0,2,0,0,2,0,0,0,0,0,2,2,0,0,2,0,0,24.0,30.04546296296296,30.04546296296296,30.04546296296296,37.045462962962965,117.04546296296296,,,
lightseba,2272,2508,1569724158,0,34,111,16,12,54,147,2,6,145,86,34,48,94,161,16,3,82,68,4,31,8,15,165,3,0,7,42,13,94,104,11,24,46,37,34,2652.0,51.50395833333334,51.50395833333334,91.483125,133.483125,231.28520833333334,978.5039583333333,1442.483125,
qilby,2272,2272,1591529225,0,16,41,5,7,20,68,0,12,96,53,23,38,42,71,21,2,34,36,1,35,17,11,106,1,0,11,30,1,55,56,5,9,27,22,11,1195.0,215.1304976851852,478.13049768518516,493.13049768518516,769.1304976851852,922.1304976851852,,,
wishgoodluck,2272,2272,1633484413,0,36,71,7,9,38,145,2,5,141,62,21,48,47,112,16,4,70,65,5,36,4,13,159,6,0,5,34,5,71,103,8,21,58,58,12,1531.0,113.53804398148148,117.53804398148148,193.53804398148148,331.5380439814815,606.5449884259259,,,
zmwang,2272,2291,1523699241,0,4,28,5,0,10,23,2,2,27,17,2,5,17,28,3,0,12,10,2,4,1,2,29,0,0,1,6,0,13,14,3,2,7,6,4,332.0,57.012256944444445,57.012256944444445,160.19975694444443,588.9289236111111,1411.0157291666667,,,
zuytong,2272,2272,1596026347,0,16,32,3,4,15,45,2,2,70,38,14,27,43,48,8,3,20,26,2,23,5,12,83,0,1,7,13,3,41,32,2,3,20,18,15,335.0,788.080474537037,815.892974537037,815.892974537037,815.892974537037,815.892974537037,,,
Grey_Crane_Is_Here,2271,2271,1637154150,0,7,19,1,6,13,32,0,4,41,26,6,12,26,23,3,1,11,15,0,9,11,6,42,1,0,0,13,6,23,14,3,3,13,7,5,261.0,41.02256944444444,41.02256944444444,95.06423611111111,114.06423611111111,153.06423611111111,,,
Saquariu,2271,2339,1661520226,0,36,95,9,19,53,177,5,18,212,151,35,75,126,147,24,4,69,74,1,71,22,30,253,8,0,15,67,16,149,104,10,21,91,55,36,1049.0,266.0494675925926,295.77863425925926,319.0494675925926,381.0494675925926,461.13280092592595,702.0494675925926,,
Silver_Fox,2271,2271,1455653815,0,5,8,3,1,7,17,2,0,21,10,3,10,9,21,2,0,13,9,0,3,0,4,24,0,0,0,2,0,12,14,2,1,6,2,2,383.0,663.8250578703704,663.8250578703704,752.804224537037,890.7833912037037,2762.741724537037,,,
katikov,2271,2307,1544268898,0,2,7,1,0,2,5,1,0,4,0,3,0,1,5,1,0,2,3,0,1,0,1,6,0,0,2,1,2,1,2,0,2,5,2,0,48.0,43.02085648148148,43.02085648148148,43.02085648148148,64.10418981481482,104.14585648148149,946.1041898148148,,
lvovkir,2271,2271,1602609812,0,1,0,0,1,2,3,0,0,5,2,0,2,0,4,0,1,5,4,0,2,0,1,4,0,0,0,2,0,2,1,0,0,2,1,0,71.0,813.882962962963,813.882962962963,832.882962962963,1293.882962962963,1350.882962962963,,,
tenkei,2271,2296,1399030001,3,157,459,170,74,250,685,25,51,820,429,185,241,520,593,106,20,373,364,11,150,89,133,969,17,8,63,162,53,420,390,73,97,282,220,121,6982.0,0.16896990740740742,0.16896990740740742,1782.130775462963,2515.0786921296294,2515.0786921296294,,,
GOTKAKO,2270,2326,1683174082,0,11,29,1,2,15,64,2,2,61,30,12,25,35,60,12,2,38,30,1,18,2,6,66,1,0,2,11,1,44,58,3,6,24,18,11,947.0,24.42613425925926,24.42613425925926,24.42613425925926,84.42613425925926,283.2178009259259,387.42613425925924,,
Ufowoqqqo,2270,2270,1471870029,1,21,35,5,3,28,48,6,0,89,53,22,17,45,63,11,1,30,49,1,11,5,5,100,1,0,4,17,1,55,42,1,2,15,16,14,4573.0,6.970729166666667,6.970729166666667,902.0540625,1093.0748958333334,1146.8457291666666,,,
_Grice,2270,2350,1621742403,0,2,4,1,2,4,7,0,0,11,2,2,3,1,10,1,0,9,4,0,1,0,0,7,0,0,0,2,0,1,1,0,1,2,0,1,56.0,12.4409375,12.4409375,14.4409375,26.4409375,28.2534375,979.4478819444445,,
lyx123886a123886,2270,2340,1638081096,0,16,27,5,6,26,83,3,8,103,58,19,29,48,88,9,1,52,37,1,23,16,21,130,0,1,5,24,5,48,44,2,8,54,23,13,525.0,232.33569444444444,235.33569444444444,546.3356944444445,615.3356944444445,627.3356944444445,1006.3356944444445,,
